month;year;precipitation;atmospheric_demand
3;1975;70.70000458;54.00000215
4;1975;33.40000153;81.00000143
5;1975;160.5;105
6;1975;108;137.9999971
7;1975;18.5;177.0000029
8;1975;139;144.0000057
9;1975;92.20000458;96.00000143
10;1975;16.5;60
11;1975;11.69999981;27.00000107
12;1975;102;12.00000018
1;1976;13.30000019;18.00000072
2;1976;47.40000153;39.00000215
3;1976;32.10000229;72.00000286
4;1976;109.2000046;83.99999857
5;1976;67.59999847;117.0000029
6;1976;31.70000076;165
7;1976;39.40000153;167.9999971
8;1976;129;150
9;1976;62.40000153;93.00000429
10;1976;102;51.00000143
11;1976;48.70000076;24.00000036
12;1976;116.5999985;30
1;1977;157.1999969;24.00000036
2;1977;30.80000114;41.99999928
3;1977;59.70000076;68.99999857
4;1977;76.20000458;87.00000286
5;1977;165.5;96.00000143
6;1977;143.6999969;129.0000057
7;1977;84.59999847;144.0000057
8;1977;46.20000076;129.0000057
9;1977;9.600000381;102.0000029
10;1977;90.80000305;60
11;1977;58.79999924;30
12;1977;84.30000305;24.00000036
1;1978;43.40000153;20.99999964
2;1978;63.40000153;45
3;1978;79;66.00000143
4;1978;95;78.00000429
5;1978;65.5;98.99999857
6;1978;72.5;129.0000057
7;1978;5.5;162.0000029
8;1978;35.20000076;147.0000029
9;1978;34.79999924;111.0000014
10;1978;5.5;60
11;1978;0.900000036;30
12;1978;95;27.00000107
1;1979;218.1999969;39.00000215
2;1979;58.20000076;41.99999928
3;1979;68.90000153;63.00000429
4;1979;54.70000076;78.00000429
5;1979;102.5999985;113.9999986
6;1979;61.10000229;137.9999971
7;1979;24.30000114;174.0000057
8;1979;28.80000114;141.0000086
9;1979;55.5;96.00000143
10;1979;137.5;54.00000215
11;1979;35.5;24.00000036
12;1979;26;18.00000072
1;1980;16.80000114;27.00000107
2;1980;39.60000229;39.00000215
3;1980;57.20000076;63.00000429
4;1980;44.79999924;81.00000143
5;1980;110.3000031;105
6;1980;69;129.0000057
7;1980;32.40000153;156.0000086
8;1980;56.79999924;147.0000029
9;1980;33.40000153;102.0000029
10;1980;36.90000153;60
11;1980;129.3000031;33.00000072
12;1980;10.30000019;18.00000072
1;1981;9.199999809;20.99999964
2;1981;63.29999924;36.00000143
3;1981;35.5;66.00000143
4;1981;142.1999969;78.00000429
5;1981;56.70000076;102.0000029
6;1981;132.6999969;150
7;1981;28.30000114;152.9999971
8;1981;37.5;144.0000057
9;1981;83.20000458;98.99999857
10;1981;32.40000153;63.00000429
11;1981;0.300000012;33.00000072
12;1981;121.9000015;30
1;1982;60.70000076;30
2;1982;123.0999985;39.00000215
3;1982;57.5;63.00000429
4;1982;34.70000076;93.00000429
5;1982;83.40000153;111.0000014
6;1982;56.5;144.0000057
7;1982;83.59999847;177.0000029
8;1982;147.4000092;137.9999971
9;1982;68.09999847;98.99999857
10;1982;122.0999985;56.99999928
11;1982;146.1000061;30
12;1982;18.10000038;20.99999964
1;1983;0.5;15
2;1983;47.70000076;36.00000143
3;1983;13.69999981;66.00000143
4;1983;71;87.00000286
5;1983;19.20000076;117.0000029
6;1983;68.80000305;141.0000086
7;1983;26.70000076;174.0000057
8;1983;160;137.9999971
9;1983;13.30000019;111.0000014
10;1983;43.70000076;68.99999857
11;1983;185.1000061;41.99999928
12;1983;62.5;24.00000036
1;1984;15.19999981;24.00000036
2;1984;59.60000229;39.00000215
3;1984;138;63.00000429
4;1984;26.10000038;98.99999857
5;1984;198.6999969;93.00000429
6;1984;37.90000153;141.0000086
7;1984;7.599999905;180
8;1984;44.5;144.0000057
9;1984;41.90000153;93.00000429
10;1984;31.30000114;54.00000215
11;1984;210.1000061;33.00000072
12;1984;18.60000038;20.99999964
1;1985;55.60000229;18.00000072
2;1985;59.10000229;54.00000215
3;1985;43.5;63.00000429
4;1985;55.79999924;96.00000143
5;1985;100.4000015;96.00000143
6;1985;47.5;137.9999971
7;1985;61.20000076;177.0000029
8;1985;25.89999962;152.9999971
9;1985;10.80000019;117.0000029
10;1985;32.5;75
11;1985;73.59999847;30
12;1985;52.10000229;20.99999964
1;1986;42.90000153;24.00000036
2;1986;43.79999924;48.00000072
3;1986;36.40000153;66.00000143
4;1986;107.9000015;72.00000286
5;1986;48.20000076;126.0000086
6;1986;39.20000076;147.0000029
7;1986;35.70000076;174.0000057
8;1986;33.10000229;150
9;1986;107.5999985;108.0000043
10;1986;81.40000153;56.99999928
11;1986;57.60000229;27.00000107
12;1986;34.29999924;18.00000072
1;1987;111.2000046;30
2;1987;67.20000458;39.00000215
3;1987;21.70000076;66.00000143
4;1987;32.90000153;90
5;1987;74.09999847;117.0000029
6;1987;20.89999962;137.9999971
7;1987;74.70000458;159.0000057
8;1987;33.90000153;150
9;1987;58.40000153;111.0000014
10;1987;209.3000031;56.99999928
11;1987;58;33.00000072
12;1987;113.0999985;27.00000107
1;1988;138.4000092;27.00000107
2;1988;20.39999962;41.99999928
3;1988;30.30000114;63.00000429
4;1988;173.9000092;81.00000143
5;1988;92.40000153;105
6;1988;136.4000092;129.0000057
7;1988;26.39999962;171.0000086
8;1988;13.30000019;150
9;1988;35.40000153;98.99999857
10;1988;59.60000229;63.00000429
11;1988;89;33.00000072
12;1988;11.69999981;15
1;1989;17.60000038;18.00000072
2;1989;61;41.99999928
3;1989;49.5;68.99999857
4;1989;99.90000153;78.00000429
5;1989;43.10000229;122.9999971
6;1989;41.10000229;156.0000086
7;1989;17.20000076;180
8;1989;107.9000015;162.0000029
9;1989;69.40000153;98.99999857
10;1989;15.60000038;66.00000143
11;1989;171.6999969;41.99999928
12;1989;46.79999924;33.00000072
1;1990;28.10000038;18.00000072
2;1990;15.90000057;48.00000072
3;1990;12.10000038;75
4;1990;71.5;78.00000429
5;1990;104;129.0000057
6;1990;89.59999847;144.0000057
7;1990;37.10000229;189.0000057
8;1990;54.10000229;167.9999971
9;1990;71.80000305;113.9999986
10;1990;105.5;63.00000429
11;1990;67.30000305;30
12;1990;62.90000153;18.00000072
1;1991;29.20000076;20.99999964
2;1991;71.09999847;41.99999928
3;1991;108;63.00000429
4;1991;63.79999924;83.99999857
5;1991;60;108.0000043
6;1991;29.60000038;144.0000057
7;1991;25.60000038;174.0000057
8;1991;38.10000229;171.0000086
9;1991;105.9000015;108.0000043
10;1991;54;54.00000215
11;1991;115;30
12;1991;64.20000458;27.00000107
1;1992;42.29999924;20.99999964
2;1992;15.19999981;36.00000143
3;1992;39.70000076;66.00000143
4;1992;38.20000076;93.00000429
5;1992;109.8000031;126.0000086
6;1992;190.1000061;117.0000029
7;1992;46.60000229;167.9999971
8;1992;87.40000153;152.9999971
9;1992;85.90000153;98.99999857
10;1992;132.1000061;54.00000215
11;1992;24.5;30
12;1992;38.79999924;27.00000107
1;1993;1.300000072;12.00000018
2;1993;32.79999924;41.99999928
3;1993;59.10000229;68.99999857
4;1993;105.7000046;78.00000429
5;1993;78.70000458;117.0000029
6;1993;61.60000229;150
7;1993;22.39999962;165
8;1993;81.90000153;162.0000029
9;1993;155.5;93.00000429
10;1993;92.30000305;56.99999928
11;1993;56.70000076;33.00000072
12;1993;39.5;20.99999964
1;1994;23.89999962;20.99999964
2;1994;49.79999924;39.00000215
3;1994;17.20000076;75
4;1994;57.90000153;83.99999857
5;1994;73.30000305;126.0000086
6;1994;36.40000153;165
7;1994;12;186.0000086
8;1994;14;159.0000057
9;1994;131.4000092;87.00000286
10;1994;110.3000031;60
11;1994;78;33.00000072
12;1994;30;20.99999964
1;1995;38.90000153;24.00000036
2;1995;37.10000229;41.99999928
3;1995;25.80000114;72.00000286
4;1995;44.40000153;98.99999857
5;1995;64.5;132.0000029
6;1995;39.10000229;150
7;1995;21.70000076;186.0000086
8;1995;63.60000229;156.0000086
9;1995;66.20000458;90
10;1995;21.30000114;72.00000286
11;1995;69.20000458;41.99999928
12;1995;111.2000046;30
1;1996;115.3000031;33.00000072
2;1996;68.90000153;41.99999928
3;1996;60.90000153;72.00000286
4;1996;92.09999847;98.99999857
5;1996;88.40000153;129.0000057
6;1996;51.79999924;171.0000086
7;1996;61;182.9999971
8;1996;100.2000046;147.0000029
9;1996;62.79999924;98.99999857
10;1996;45.20000076;63.00000429
11;1996;187.1000061;36.00000143
12;1996;147.4000092;33.00000072
1;1997;154.5;33.00000072
2;1997;8.600000381;48.00000072
3;1997;10.30000019;87.00000286
4;1997;69.70000458;117.0000029
5;1997;90.59999847;126.0000086
6;1997;135.6000061;135
7;1997;68.09999847;165
8;1997;145.8000031;152.9999971
9;1997;35.70000076;117.0000029
10;1997;34.40000153;75
11;1997;104.8000031;33.00000072
12;1997;109.0999985;24.00000036
1;1998;59.70000076;30
2;1998;21.39999962;48.00000072
3;1998;23.20000076;78.00000429
4;1998;78.90000153;81.00000143
5;1998;69.20000458;122.9999971
6;1998;30.20000076;156.0000086
7;1998;32.70000076;182.9999971
8;1998;48.60000229;165
9;1998;81;98.99999857
10;1998;45.70000076;56.99999928
11;1998;60.70000076;36.00000143
12;1998;93.09999847;15
1;1999;67.5;18.00000072
2;1999;25.10000038;36.00000143
3;1999;79.90000153;66.00000143
4;1999;70.20000458;90
5;1999;106.4000015;122.9999971
6;1999;39.40000153;150
7;1999;62.60000229;177.0000029
8;1999;51;152.9999971
9;1999;100.0999985;102.0000029
10;1999;52;60
11;1999;135.5;27.00000107
12;1999;40.10000229;20.99999964
1;2000;28.20000076;18.00000072
2;2000;13.30000019;45
3;2000;62;72.00000286
4;2000;89.90000153;83.99999857
5;2000;79.90000153;122.9999971
6;2000;95.20000458;156.0000086
7;2000;37.79999924;171.0000086
8;2000;36.20000076;156.0000086
9;2000;38.70000076;108.0000043
10;2000;138.4000092;56.99999928
11;2000;115.3000031;30
12;2000;70.80000305;24.00000036
1;2001;88.30000305;27.00000107
2;2001;18.60000038;41.99999928
3;2001;59.79999924;72.00000286
4;2001;54;96.00000143
5;2001;64.90000153;126.0000086
6;2001;37.60000229;174.0000057
7;2001;72.90000153;171.0000086
8;2001;48.79999924;162.0000029
9;2001;70.09999847;98.99999857
10;2001;38.29999924;68.99999857
11;2001;69.90000153;27.00000107
12;2001;19.70000076;18.00000072
1;2002;41.29999924;24.00000036
2;2002;38.20000076;45
3;2002;57.10000229;72.00000286
4;2002;87.90000153;98.99999857
5;2002;144.1999969;117.0000029
6;2002;90.09999847;162.0000029
7;2002;77;167.9999971
8;2002;95.09999847;137.9999971
9;2002;72.20000458;105
10;2002;78;66.00000143
11;2002;69.5;33.00000072
12;2002;70.20000458;27.00000107
1;2003;55.60000229;24.00000036
2;2003;106.8000031;36.00000143
3;2003;65.20000458;81.00000143
4;2003;50.5;102.0000029
5;2003;89.70000458;129.0000057
6;2003;42.20000076;180
7;2003;16.89999962;192.0000029
8;2003;67.09999847;174.0000057
9;2003;106.9000015;111.0000014
10;2003;90.40000153;63.00000429
11;2003;103;36.00000143
12;2003;75.80000305;27.00000107
1;2004;52.60000229;27.00000107
2;2004;94.90000153;41.99999928
3;2004;105.3000031;63.00000429
4;2004;114.0999985;87.00000286
5;2004;80.80000305;120
6;2004;24.70000076;174.0000057
7;2004;54.60000229;177.0000029
8;2004;45;156.0000086
9;2004;42.79999924;111.0000014
10;2004;66.90000153;72.00000286
11;2004;26;27.00000107
12;2004;71;27.00000107
1;2005;11;15
2;2005;44.20000076;33.00000072
3;2005;26.80000114;66.00000143
4;2005;37.90000153;93.00000429
5;2005;80.30000305;132.0000029
6;2005;43.70000076;174.0000057
7;2005;18.60000038;182.9999971
8;2005;82;156.0000086
9;2005;82.80000305;105
10;2005;73.90000153;63.00000429
11;2005;132.5;33.00000072
12;2005;23.39999962;20.99999964
1;2006;86.90000153;24.00000036
2;2006;27.30000114;39.00000215
3;2006;62.20000076;75
4;2006;31.80000114;105
5;2006;23.20000076;132.0000029
6;2006;50.60000229;167.9999971
7;2006;45.70000076;197.9999971
8;2006;54.79999924;152.9999971
9;2006;140;105
10;2006;59.70000076;72.00000286
11;2006;38.29999924;45
12;2006;27;20.99999964
1;2007;19.60000038;20.99999964
2;2007;61.40000153;45
3;2007;93.20000458;72.00000286
4;2007;138.6999969;93.00000429
5;2007;92.59999847;126.0000086
6;2007;45.10000229;150
7;2007;16.5;174.0000057
8;2007;82.09999847;150
9;2007;29.89999962;108.0000043
10;2007;56.60000229;66.00000143
11;2007;9;30
12;2007;52.5;27.00000107
1;2008;42.79999924;27.00000107
2;2008;31.80000114;48.00000072
3;2008;48.29999924;68.99999857
4;2008;61.79999924;98.99999857
5;2008;208.4000092;111.0000014
6;2008;79.09999847;152.9999971
7;2008;57.90000153;180
8;2008;34.40000153;156.0000086
9;2008;37.10000229;105
10;2008;83.59999847;63.00000429
11;2008;95.30000305;27.00000107
12;2008;69.40000153;24.00000036
1;2009;75.90000153;24.00000036
2;2009;34.29999924;45
3;2009;44;78.00000429
4;2009;119;87.00000286
5;2009;45.90000153;137.9999971
6;2009;36.79999924;171.0000086
7;2009;17.5;189.0000057
8;2009;41.20000076;177.0000029
9;2009;62.40000153;111.0000014
10;2009;35.60000229;72.00000286
11;2009;63;39.00000215
12;2009;61.20000076;27.00000107
1;2010;89.5;24.00000036
2;2010;65;39.00000215
3;2010;66;66.00000143
4;2010;49.20000076;105
5;2010;93.20000458;122.9999971
6;2010;86.20000458;152.9999971
7;2010;17.10000038;192.0000029
8;2010;35.79999924;165
9;2010;53.29999924;111.0000014
10;2010;80.09999847;63.00000429
11;2010;51.40000153;30
12;2010;29.20000076;30
1;2011;32.29999924;20.99999964
2;2011;31.89999962;41.99999928
3;2011;122.3000031;68.99999857
4;2011;52.5;117.0000029
5;2011;61.40000153;150
6;2011;67;152.9999971
7;2011;62.60000229;174.0000057
8;2011;15.19999981;165
9;2011;37.79999924;120
10;2011;32.5;75
11;2011;137.5;39.00000215
12;2011;24.20000076;27.00000107
1;2012;17.5;24.00000036
2;2012;5.5;33.00000072
3;2012;45.40000153;83.99999857
4;2012;103;90
5;2012;48.10000229;137.9999971
6;2012;58;167.9999971
7;2012;36.70000076;182.9999971
8;2012;45.10000229;174.0000057
9;2012;56.5;111.0000014
10;2012;120.9000015;63.00000429
11;2012;88.20000458;39.00000215
12;2012;28;24.00000036
1;2013;86.90000153;27.00000107
2;2013;75;41.99999928
3;2013;135.9000092;72.00000286
4;2013;100.0999985;93.00000429
5;2013;85.20000458;111.0000014
6;2013;103.8000031;147.0000029
7;2013;58;195
8;2013;47.10000229;165
9;2013;32.60000229;113.9999986
10;2013;39.40000153;72.00000286
11;2013;160.1000061;33.00000072
12;2013;26.39999962;24.00000036
1;2014;68.09999847;27.00000107
2;2014;42.40000153;45
3;2014;51.10000229;78.00000429
4;2014;70.20000458;111.0000014
5;2014;77.59999847;126.0000086
6;2014;52.40000153;167.9999971
7;2014;71.80000305;167.9999971
8;2014;87.5;150
9;2014;107;117.0000029
10;2014;25.20000076;81.00000143
11;2014;190.6000061;41.99999928
12;2014;45.10000229;24.00000036
1;2015;47.70000076;24.00000036
2;2015;56.29999924;41.99999928
3;2015;101.3000031;75
4;2015;36.79999924;108.0000043
5;2015;19.60000038;137.9999971
6;2015;104.9000015;180
7;2015;70.80000305;197.9999971
8;2015;91.59999847;162.0000029
9;2015;40.60000229;105
10;2015;40;66.00000143
11;2015;92.20000458;36.00000143
12;2015;4.700000286;27.00000107
1;2016;78.40000153;33.00000072
2;2016;113.8000031;48.00000072
3;2016;87.30000305;68.99999857
4;2016;57;96.00000143
5;2016;66.80000305;120
6;2016;31.10000038;156.0000086
7;2016;46.20000076;189.0000057
8;2016;22.10000038;174.0000057
9;2016;32.70000076;117.0000029
10;2016;52.5;75
11;2016;137;39.00000215
12;2016;14.80000019;30
1;2017;58.10000229;27.00000107
2;2017;60.90000153;48.00000072
3;2017;87.70000458;78.00000429
4;2017;18.89999962;117.0000029
5;2017;75.59999847;144.0000057
6;2017;116.4000015;177.0000029
7;2017;49.79999924;182.9999971
8;2017;61.79999924;165
9;2017;47.90000153;105
10;2017;32.10000229;75
11;2017;47.5;33.00000072
12;2017;64.20000458;20.99999964
1;2018;104.9000015;27.00000107
2;2018;73.80000305;39.00000215
3;2018;88.80000305;66.00000143
4;2018;134.8000031;96.00000143
5;2018;130.8000031;122.9999971
6;2018;87.20000458;159.0000057
7;2018;64.80000305;195
8;2018;68.09999847;177.0000029
9;2018;56;129.0000057
10;2018;121.0999985;68.99999857
11;2018;96.09999847;39.00000215
12;2018;39.20000076;24.00000036
1;2019;65.59999847;24.00000036
2;2019;20.5;51.00000143
3;2019;19.80000114;81.00000143
4;2019;105.5999985;93.00000429
5;2019;78.70000458;132.0000029
6;2019;47;167.9999971
7;2019;67.5;201.0000086
8;2019;58.60000229;174.0000057
9;2019;61.79999924;117.0000029
10;2019;86.70000458;72.00000286
11;2019;164.6000061;36.00000143
12;2019;72.80000305;33.00000072
1;2020;81.90000153;24.00000036
2;2020;13.80000019;54.00000215
3;2020;124;75
4;2020;89.80000305;96.00000143
5;2020;77.70000458;152.9999971
6;2020;89.20000458;152.9999971
7;2020;17.89999962;201.0000086
8;2020;60.79999924;167.9999971
9;2020;60.10000229;113.9999986
10;2020;78.59999847;60
11;2020;59.60000229;39.00000215
12;2020;95.40000153;24.00000036
1;2021;75.70000458;20.99999964
2;2021;54.79999924;56.99999928
3;2021;14.90000057;75
4;2021;59.70000076;105
5;2021;75.70000458;132.0000029
6;2021;105.5;159.0000057
7;2021;37.10000229;174.0000057
8;2021;36.79999924;162.0000029
9;2021;98.20000458;105
10;2021;45.40000153;68.99999857
11;2021;162.5;33.00000072
12;2021;73.70000458;27.00000107
